source,time,yaw,pitch,roll,altitude,lat,lng,relative_alt,pointing_a,pointing_b,pointing_c
ATTITUDE,169.191,2.608625888824463,-0.05020708590745926,0.20711897313594818,,,,,,,
AHRS2,,2.593322515487671,-0.04496567323803902,0.2138080596923828,0.0,0.0,0.0,,,,
AHRS3,,2.608625888824463,-0.05020708590745926,0.20711897313594818,56.0,48.5468682,35.101517699999995,,,,
GLOBAL_POSITION_INT,169.091,,,,,48.5468682,35.101517699999995,-0.852,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-143.0
GPS_RAW_INT,169.291,0.0,,,,48.546869099999995,35.1015168,,,,
GPS2_RAW,169.292,0.0,,,,48.546869099999995,35.1015168,,,,
GLOBAL_POSITION_INT,169.291,,,,,48.5468683,35.1015176,-0.848,,,
ATTITUDE,169.491,2.608625888824463,-0.05004556477069855,0.2071329951286316,,,,,,,
AHRS2,,2.593008041381836,-0.04439156502485275,0.21456822752952576,0.0,0.0,0.0,,,,
AHRS3,,2.608625888824463,-0.05004556477069855,0.2071329951286316,56.0,48.5468683,35.1015176,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-143.0
GPS_RAW_INT,169.49099999999999,0.0,,,,48.546869199999996,35.1015167,,,,
GPS2_RAW,169.49099999999999,0.0,,,,48.546869199999996,35.1015167,,,,
GLOBAL_POSITION_INT,169.691,,,,,48.5468684,35.1015175,-0.85,,,
ATTITUDE,169.752,2.608603000640869,-0.05000118166208267,0.20713236927986145,,,,,,,
AHRS2,,2.5928168296813965,-0.045295726507902145,0.21419605612754822,0.0,0.0,0.0,,,,
AHRS3,,2.608603000640869,-0.05000118166208267,0.20713236927986145,56.0,48.5468684,35.1015175,,,,
GPS_RAW_INT,169.691,0.0,,,,48.5468693,35.1015167,,,,
GPS2_RAW,169.691,0.0,,,,48.5468693,35.1015167,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-143.0
GLOBAL_POSITION_INT,169.891,,,,,48.5468684,35.1015175,-0.858,,,
ATTITUDE,170.071,2.6085968017578125,-0.050090186297893524,0.20733311772346497,,,,,,,
AHRS2,,2.5925605297088623,-0.04573768004775047,0.21451102197170258,0.0,0.0,0.0,,,,
AHRS3,,2.608593702316284,-0.05011413246393204,0.20734840631484985,56.0,48.5468684,35.1015174,,,,
GPS_RAW_INT,170.09099999999998,0.0,,,,48.5468693,35.1015168,,,,
GPS2_RAW,170.09099999999998,0.0,,,,48.5468693,35.1015168,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-143.0
GLOBAL_POSITION_INT,170.091,,,,,48.5468684,35.1015174,-0.867,,,
GPS_RAW_INT,170.291,0.0,,,,48.5468694,35.101517,,,,
GPS2_RAW,170.291,0.0,,,,48.5468694,35.101517,,,,
ATTITUDE,170.391,2.6085712909698486,-0.05019339174032211,0.2074580192565918,,,,,,,
AHRS2,,2.5926949977874756,-0.045063648372888565,0.21347592771053314,0.0,0.0,0.0,,,,
AHRS3,,2.6085712909698486,-0.05019339174032211,0.2074580192565918,56.0,48.546868499999995,35.1015175,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-144.0
GLOBAL_POSITION_INT,170.491,,,,,48.546868499999995,35.1015175,-0.879,,,
GPS_RAW_INT,170.49099999999999,0.0,,,,48.5468694,35.101517099999995,,,,
GPS2_RAW,170.49099999999999,0.0,,,,48.5468694,35.101517099999995,,,,
ATTITUDE,170.671,2.608579635620117,-0.05029048025608063,0.20726966857910156,,,,,,,
AHRS2,,2.592815637588501,-0.04549292474985123,0.2136484980583191,0.0,0.0,0.0,,,,
AHRS3,,2.608579635620117,-0.05029048025608063,0.20726966857910156,56.0,48.546868499999995,35.1015176,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-144.0
GLOBAL_POSITION_INT,170.691,,,,,48.546868599999996,35.101517699999995,-0.89,,,
GPS_RAW_INT,170.892,0.0,,,,48.5468696,35.1015173,,,,
GPS2_RAW,170.892,0.0,,,,48.5468696,35.1015173,,,,
ATTITUDE,170.951,2.608588218688965,-0.05031286180019379,0.2070152461528778,,,,,,,
AHRS2,,2.592924118041992,-0.04420238360762596,0.2133069932460785,0.0,0.0,0.0,,,,
AHRS3,,2.608588218688965,-0.05031286180019379,0.2070152461528778,56.0,48.546868599999996,35.101517699999995,,,,
GLOBAL_POSITION_INT,171.09,,,,,48.5468687,35.101517799999996,-0.895,,,
GPS_RAW_INT,171.09,0.0,,,,48.5468696,35.1015174,,,,
GPS2_RAW,171.09099999999998,0.0,,,,48.5468696,35.1015174,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-144.0
ATTITUDE,171.231,2.6086082458496094,-0.05017869919538498,0.2070423662662506,,,,,,,
AHRS2,,2.59275221824646,-0.04532189667224884,0.21487486362457275,0.0,0.0,0.0,,,,
AHRS3,,2.6086010932922363,-0.05017785727977753,0.2070695012807846,56.0,48.5468688,35.101517799999996,,,,
GPS_RAW_INT,171.291,0.0,,,,48.5468695,35.1015175,,,,
GPS2_RAW,171.291,0.0,,,,48.5468695,35.1015175,,,,
GLOBAL_POSITION_INT,171.291,,,,,48.5468688,35.1015179,-0.893,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-145.0
ATTITUDE,171.512,2.608586549758911,-0.050356850028038025,0.20694223046302795,,,,,,,
AHRS2,,2.5926437377929688,-0.04638257622718811,0.2148892879486084,0.0,0.0,0.0,,,,
AHRS3,,2.608586549758911,-0.050356850028038025,0.20694223046302795,56.0,48.5468688,35.101518,,,,
GPS_RAW_INT,171.49099999999999,0.0,,,,48.5468694,35.1015176,,,,
GPS2_RAW,171.49099999999999,0.0,,,,48.5468694,35.1015176,,,,
GLOBAL_POSITION_INT,171.491,,,,,48.5468688,35.101518,-0.889,,,
ATTITUDE,171.751,2.6085524559020996,-0.05048370361328125,0.20711636543273926,,,,,,,
AHRS2,,2.5924434661865234,-0.04499655216932297,0.21553218364715576,0.0,0.0,0.0,,,,
AHRS3,,2.6085524559020996,-0.05048370361328125,0.20711636543273926,56.0,48.5468688,35.101518,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-145.0
GPS_RAW_INT,171.691,0.0,,,,48.5468694,35.1015175,,,,
GPS2_RAW,171.691,0.0,,,,48.5468694,35.1015175,,,,
GLOBAL_POSITION_INT,171.691,,,,,48.5468687,35.101518,-0.886,,,
ATTITUDE,171.991,2.608534336090088,-0.050560347735881805,0.20727965235710144,,,,,,,
AHRS2,,2.5921742916107178,-0.044307269155979156,0.21543176472187042,0.0,0.0,0.0,,,,
AHRS3,,2.608534336090088,-0.050560347735881805,0.20727965235710144,56.0,48.5468687,35.101518,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-145.0
GPS_RAW_INT,172.09099999999998,0.0,,,,48.5468695,35.1015175,,,,
GPS2_RAW,172.09099999999998,0.0,,,,48.5468695,35.1015175,,,,
GLOBAL_POSITION_INT,172.091,,,,,48.5468687,35.101518,-0.882,,,
ATTITUDE,173.091,2.608456611633301,-0.05076126754283905,0.20759785175323486,,,,,,,
AHRS2,,2.5913631916046143,-0.04459531605243683,0.21640433371067047,0.0,0.0,0.0,,,,
AHRS3,,2.608463764190674,-0.0507909432053566,0.20756569504737854,56.0,48.5468688,35.1015182,,,,
GPS_RAW_INT,173.09099999999998,0.0,,,,48.5468696,35.101517799999996,,,,
GPS2_RAW,173.09099999999998,0.0,,,,48.5468696,35.101517799999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-146.0
GLOBAL_POSITION_INT,173.091,,,,,48.5468688,35.1015182,-0.897,,,
GPS_RAW_INT,174.09,0.0,,,,48.546869699999995,35.1015181,,,,
GPS2_RAW,174.09099999999998,0.0,,,,48.546869699999995,35.1015181,,,,
ATTITUDE,174.171,2.608346939086914,-0.051166318356990814,0.20733752846717834,,,,,,,
AHRS2,,2.5907535552978516,-0.044006530195474625,0.21615734696388245,0.0,0.0,0.0,,,,
AHRS3,,2.608347177505493,-0.05115678161382675,0.20733948051929474,56.0,48.5468689,35.1015188,,,,
GLOBAL_POSITION_INT,174.09,,,,,48.5468689,35.1015188,-0.893,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-147.0
GPS_RAW_INT,175.09,0.0,,,,48.546869799999996,35.101518399999996,,,,
GPS2_RAW,175.09099999999998,0.0,,,,48.546869799999996,35.101518399999996,,,,
ATTITUDE,175.251,2.608283519744873,-0.050784334540367126,0.20742011070251465,,,,,,,
AHRS2,,2.5900838375091553,-0.04330749437212944,0.21605932712554932,0.0,0.0,0.0,,,,
AHRS3,,2.608283519744873,-0.050784334540367126,0.20742011070251465,56.0,48.546869099999995,35.101518999999996,,,,
GLOBAL_POSITION_INT,175.291,,,,,48.546869099999995,35.101518999999996,-0.89,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-148.0
GPS_RAW_INT,176.291,0.0,,,,48.546869799999996,35.1015188,,,,
GPS2_RAW,176.291,0.0,,,,48.546869799999996,35.1015188,,,,
ATTITUDE,176.33100000000002,2.6083295345306396,-0.05074009299278259,0.20750045776367188,,,,,,,
AHRS2,,2.5891830921173096,-0.041278138756752014,0.2163311243057251,0.0,0.0,0.0,,,,
AHRS3,,2.6083295345306396,-0.05074009299278259,0.20750045776367188,56.0,48.546869199999996,35.1015192,,,,
GLOBAL_POSITION_INT,176.291,,,,,48.546869199999996,35.1015192,-0.901,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-149.0
GPS_RAW_INT,177.291,0.0,,,,48.5468701,35.101518999999996,,,,
GPS2_RAW,177.291,0.0,,,,48.5468701,35.101518999999996,,,,
ATTITUDE,177.411,2.608168840408325,-0.05045556277036667,0.2075430452823639,,,,,,,
AHRS2,,2.5884294509887695,-0.04168770834803581,0.21587423980236053,0.0,0.0,0.0,,,,
AHRS3,,2.608168840408325,-0.05045556277036667,0.2075430452823639,56.0,48.5468693,35.1015194,,,,
GLOBAL_POSITION_INT,177.291,,,,,48.5468693,35.1015194,-0.9440000000000001,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-150.0
GPS_RAW_INT,178.291,0.0,,,,48.546870299999995,35.1015192,,,,
GPS2_RAW,178.291,0.0,,,,48.546870299999995,35.1015192,,,,
ATTITUDE,178.491,2.6080615520477295,-0.050427764654159546,0.20760412514209747,,,,,,,
AHRS2,,2.5876572132110596,-0.04329007491469383,0.21597249805927277,0.0,0.0,0.0,,,,
AHRS3,,2.6080615520477295,-0.050427764654159546,0.20760412514209747,56.0,48.5468695,35.101519599999996,,,,
GLOBAL_POSITION_INT,178.491,,,,,48.5468696,35.101519599999996,-0.978,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-151.0
GPS_RAW_INT,179.291,0.0,,,,48.5468706,35.1015193,,,,
GPS2_RAW,179.292,0.0,,,,48.5468706,35.1015193,,,,
GLOBAL_POSITION_INT,179.491,,,,,48.546869699999995,35.1015197,-0.999,,,
ATTITUDE,179.531,2.60789155960083,-0.05038052052259445,0.20788298547267914,,,,,,,
AHRS2,,2.5869834423065186,-0.042802222073078156,0.21577274799346924,0.0,0.0,0.0,,,,
AHRS3,,2.60789155960083,-0.05038052052259445,0.20788298547267914,56.0,48.546869699999995,35.1015197,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-151.0
GPS_RAW_INT,180.291,0.0,,,,48.5468708,35.101519599999996,,,,
GPS2_RAW,180.292,0.0,,,,48.5468708,35.101519599999996,,,,
GLOBAL_POSITION_INT,180.491,,,,,48.54687,35.1015198,-0.987,,,
ATTITUDE,180.591,2.6076982021331787,-0.0504017099738121,0.20800933241844177,,,,,,,
AHRS2,,2.586446523666382,-0.04343238100409508,0.21644999086856842,0.0,0.0,0.0,,,,
AHRS3,,2.6076982021331787,-0.0504017099738121,0.20800933241844177,56.0,48.54687,35.1015198,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-152.0
GPS_RAW_INT,181.291,0.0,,,,48.5468713,35.101519599999996,,,,
GPS2_RAW,181.291,0.0,,,,48.5468713,35.101519599999996,,,,
GLOBAL_POSITION_INT,181.491,,,,,48.546870399999996,35.1015198,-0.965,,,
ATTITUDE,181.671,2.6075360774993896,-0.05017303675413132,0.2079988718032837,,,,,,,
AHRS2,,2.585963726043701,-0.04333416000008583,0.21577703952789307,0.0,0.0,0.0,,,,
AHRS3,,2.6075360774993896,-0.05017303675413132,0.2079988718032837,56.0,48.546870399999996,35.1015198,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-153.0
GPS_RAW_INT,182.49099999999999,0.0,,,,48.5468718,35.101519599999996,,,,
GPS2_RAW,182.49099999999999,0.0,,,,48.5468718,35.101519599999996,,,,
GLOBAL_POSITION_INT,182.691,,,,,48.546870899999995,35.1015199,-0.9540000000000001,,,
ATTITUDE,182.79,2.6075117588043213,-0.05025498569011688,0.20793463289737701,,,,,,,
AHRS2,,2.5863630771636963,-0.044527504593133926,0.21555756032466888,0.0,0.0,0.0,,,,
AHRS3,,2.6075117588043213,-0.05025498569011688,0.20793463289737701,56.0,48.546870899999995,35.1015199,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-154.0
GPS_RAW_INT,183.49099999999999,0.0,,,,48.546872199999996,35.1015198,,,,
GPS2_RAW,183.492,0.0,,,,48.546872199999996,35.1015198,,,,
GLOBAL_POSITION_INT,183.691,,,,,48.5468713,35.1015201,-0.9550000000000001,,,
ATTITUDE,183.851,2.6075308322906494,-0.05039197951555252,0.2077411264181137,,,,,,,
AHRS2,,2.586890697479248,-0.04352857172489166,0.21570827066898346,0.0,0.0,0.0,,,,
AHRS3,,2.6075308322906494,-0.05039197951555252,0.2077411264181137,56.0,48.5468713,35.1015201,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-155.0
GPS_RAW_INT,184.49099999999999,0.0,,,,48.546872699999994,35.1015198,,,,
GPS2_RAW,184.492,0.0,,,,48.546872699999994,35.1015198,,,,
GLOBAL_POSITION_INT,184.691,,,,,48.5468717,35.1015201,-0.985,,,
ATTITUDE,184.97,2.6073052883148193,-0.05045579373836517,0.20803214609622955,,,,,,,
AHRS2,,2.586332321166992,-0.04398234933614731,0.21685659885406494,0.0,0.0,0.0,,,,
AHRS3,,2.6073052883148193,-0.05045579373836517,0.20803214609622955,56.0,48.5468717,35.1015201,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-156.0
GPS_RAW_INT,185.49099999999999,0.0,,,,48.5468731,35.1015198,,,,
GPS2_RAW,185.492,0.0,,,,48.5468731,35.1015198,,,,
GLOBAL_POSITION_INT,185.691,,,,,48.546872099999995,35.101520199999996,-1.0210000000000001,,,
ATTITUDE,186.031,2.6072750091552734,-0.05041597783565521,0.20810237526893616,,,,,,,
AHRS2,,2.5862724781036377,-0.04298830404877663,0.215793177485466,0.0,0.0,0.0,,,,
AHRS3,,2.6072750091552734,-0.05041597783565521,0.20810237526893616,56.0,48.546872199999996,35.1015203,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-157.0
GPS_RAW_INT,186.49099999999999,0.0,,,,48.5468735,35.101519599999996,,,,
GPS2_RAW,186.492,0.0,,,,48.5468735,35.101519599999996,,,,
GLOBAL_POSITION_INT,186.891,,,,,48.5468726,35.1015203,-1.0190000000000001,,,
ATTITUDE,187.092,2.6072824001312256,-0.05064360052347183,0.20797720551490784,,,,,,,
AHRS2,,2.5858500003814697,-0.043901942670345306,0.21669386327266693,0.0,0.0,0.0,,,,
AHRS3,,2.6072824001312256,-0.05064360052347183,0.20797720551490784,56.0,48.5468726,35.1015203,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-158.0
GPS_RAW_INT,187.69199999999998,0.0,,,,48.5468735,35.101519499999995,,,,
GPS2_RAW,187.69199999999998,0.0,,,,48.5468735,35.101519499999995,,,,
GLOBAL_POSITION_INT,187.891,,,,,48.546872699999994,35.1015201,-1.004,,,
ATTITUDE,188.191,2.607128143310547,-0.05075021833181381,0.20836125314235687,,,,,,,
AHRS2,,2.584951877593994,-0.0432128943502903,0.21762818098068237,0.0,0.0,0.0,,,,
AHRS3,,2.607128143310547,-0.05075021833181381,0.20836125314235687,56.0,48.546872699999994,35.10152,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-159.0
GPS_RAW_INT,188.691,0.0,,,,48.5468736,35.101518899999995,,,,
GPS2_RAW,188.69199999999998,0.0,,,,48.5468736,35.101518899999995,,,,
GLOBAL_POSITION_INT,188.891,,,,,48.5468729,35.1015194,-0.991,,,
ATTITUDE,189.27100000000002,2.6070446968078613,-0.050253018736839294,0.20851828157901764,,,,,,,
AHRS2,,2.5849769115448,-0.04332602396607399,0.2166731357574463,0.0,0.0,0.0,,,,
AHRS3,,2.6070446968078613,-0.050253018736839294,0.20851828157901764,56.0,48.546873,35.1015193,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-160.0
GPS_RAW_INT,189.691,0.0,,,,48.5468736,35.101518999999996,,,,
GPS2_RAW,189.69199999999998,0.0,,,,48.5468736,35.101518999999996,,,,
GLOBAL_POSITION_INT,190.091,,,,,48.546873,35.1015193,-0.974,,,
ATTITUDE,190.312,2.6069517135620117,-0.05069582164287567,0.20813263952732086,,,,,,,
AHRS2,,2.584909677505493,-0.044630780816078186,0.21691715717315674,0.0,0.0,0.0,,,,
AHRS3,,2.6069517135620117,-0.05069582164287567,0.20813263952732086,56.0,48.546873,35.1015193,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-161.0
GPS_RAW_INT,190.691,0.0,,,,48.5468736,35.1015188,,,,
GPS2_RAW,190.69199999999998,0.0,,,,48.5468736,35.1015188,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-161.0
GPS_RAW_INT,190.891,0.0,,,,48.5468736,35.1015188,,,,
GPS2_RAW,190.892,0.0,,,,48.5468736,35.1015188,,,,
GLOBAL_POSITION_INT,191.111,,,,,48.546873,35.1015193,-0.981,,,
ATTITUDE,191.391,2.6068904399871826,-0.050754643976688385,0.20765845477581024,,,,,,,
AHRS2,,2.5857319831848145,-0.045090917497873306,0.21519255638122559,0.0,0.0,0.0,,,,
AHRS3,,2.6068904399871826,-0.050754643976688385,0.20765845477581024,56.0,48.546873,35.1015194,,,,
GPS_RAW_INT,191.49099999999999,0.0,,,,48.546873399999996,35.101518999999996,,,,
GPS2_RAW,191.492,0.0,,,,48.546873399999996,35.101518999999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-162.0
ATTITUDE,191.671,2.6069319248199463,-0.05090100318193436,0.2076490968465805,,,,,,,
AHRS2,,2.585726261138916,-0.044973939657211304,0.21580258011817932,0.0,0.0,0.0,,,,
AHRS3,,2.6069319248199463,-0.05090100318193436,0.2076490968465805,56.0,48.546873,35.101519499999995,,,,
GLOBAL_POSITION_INT,191.691,,,,,48.546873,35.101519499999995,-0.994,,,
ATTITUDE,191.911,2.606898069381714,-0.05097711831331253,0.20755738019943237,,,,,,,
AHRS2,,2.585843086242676,-0.04433632269501686,0.21399575471878052,0.0,0.0,0.0,,,,
AHRS3,,2.606898069381714,-0.05097711831331253,0.20755738019943237,56.0,48.546873,35.1015197,,,,
GPS_RAW_INT,191.911,0.0,,,,48.546873399999996,35.1015192,,,,
GPS2_RAW,191.911,0.0,,,,48.546873399999996,35.1015192,,,,
MOUNT_STATUS,,,,,,,,,45.0,1.0,-162.0
ATTITUDE,192.17000000000002,2.606898784637451,-0.050961099565029144,0.20743778347969055,,,,,,,
AHRS2,,2.5861308574676514,-0.044945213943719864,0.21501117944717407,0.0,0.0,0.0,,,,
AHRS3,,2.606898784637451,-0.050961099565029144,0.20743778347969055,56.0,48.5468729,35.1015198,,,,
GLOBAL_POSITION_INT,192.091,,,,,48.5468729,35.1015198,-1.0,,,
ATTITUDE,192.411,2.606870412826538,-0.05093789100646973,0.2074221968650818,,,,,,,
AHRS2,,2.586198329925537,-0.04443720728158951,0.2154853194952011,0.0,0.0,0.0,,,,
AHRS3,,2.606870412826538,-0.05093789100646973,0.2074221968650818,56.0,48.5468729,35.1015198,,,,
GPS_RAW_INT,192.49099999999999,0.0,,,,48.546873399999996,35.1015191,,,,
GPS2_RAW,192.49099999999999,0.0,,,,48.546873399999996,35.1015191,,,,
MOUNT_STATUS,,,,,,,,,44.0,1.0,-162.0
ATTITUDE,192.692,2.606842041015625,-0.05089173465967178,0.2074417918920517,,,,,,,
AHRS2,,2.586343288421631,-0.04485462233424187,0.2158459573984146,0.0,0.0,0.0,,,,
AHRS3,,2.606842041015625,-0.05089173465967178,0.2074417918920517,56.0,48.5468729,35.1015199,,,,
GLOBAL_POSITION_INT,192.691,,,,,48.5468729,35.1015198,-1.01,,,
ATTITUDE,192.951,2.6068711280822754,-0.050855331122875214,0.20772913098335266,,,,,,,
AHRS2,,2.5865349769592285,-0.044930245727300644,0.2157072126865387,0.0,0.0,0.0,,,,
AHRS3,,2.6068711280822754,-0.050855331122875214,0.20772913098335266,56.0,48.546872799999996,35.1015198,,,,
GPS_RAW_INT,193.09099999999998,0.0,,,,48.546873299999994,35.101518999999996,,,,
GPS2_RAW,193.09199999999998,0.0,,,,48.546873299999994,35.101518999999996,,,,
ATTITUDE,193.231,2.606827735900879,-0.05074888467788696,0.2077351212501526,,,,,,,
AHRS2,,2.586578607559204,-0.044026121497154236,0.21495667099952698,0.0,0.0,0.0,,,,
AHRS3,,2.606827735900879,-0.05074888467788696,0.2077351212501526,56.0,48.546872799999996,35.1015198,,,,
MOUNT_STATUS,,,,,,,,,45.0,22.0,-164.0
GLOBAL_POSITION_INT,193.291,,,,,48.546872799999996,35.1015198,-1.031,,,
ATTITUDE,193.471,2.6068460941314697,-0.05066592991352081,0.20769102871418,,,,,,,
AHRS2,,2.586519479751587,-0.04371613636612892,0.21573983132839203,0.0,0.0,0.0,,,,
AHRS3,,2.6068460941314697,-0.05066592991352081,0.20769102871418,56.0,48.546872799999996,35.1015198,,,,
GPS_RAW_INT,193.48999999999998,0.0,,,,48.546873299999994,35.101518899999995,,,,
GPS2_RAW,193.49099999999999,0.0,,,,48.546873299999994,35.101518899999995,,,,
ATTITUDE,193.751,2.6067562103271484,-0.05051851272583008,0.2076733112335205,,,,,,,
AHRS2,,2.5863547325134277,-0.04367566853761673,0.21542683243751526,0.0,0.0,0.0,,,,
AHRS3,,2.606755018234253,-0.0505172535777092,0.2076680213212967,56.0,48.546872799999996,35.1015197,,,,
GLOBAL_POSITION_INT,193.691,,,,,48.546872799999996,35.1015197,-1.044,,,
MOUNT_STATUS,,,,,,,,,44.0,5.0,-163.0
ATTITUDE,193.99,2.606755256652832,-0.05041004717350006,0.20769593119621277,,,,,,,
AHRS2,,2.5863776206970215,-0.043633509427309036,0.21528705954551697,0.0,0.0,0.0,,,,
AHRS3,,2.606755256652832,-0.05041004717350006,0.20769593119621277,56.0,48.546872799999996,35.1015197,,,,
GPS_RAW_INT,194.09099999999998,0.0,,,,48.546873399999996,35.101518899999995,,,,
GPS2_RAW,194.09199999999998,0.0,,,,48.546873399999996,35.101518899999995,,,,
ATTITUDE,194.251,2.6067299842834473,-0.05027423053979874,0.20769593119621277,,,,,,,
AHRS2,,2.5864267349243164,-0.04430452361702919,0.21613672375679016,0.0,0.0,0.0,,,,
AHRS3,,2.6067299842834473,-0.05027423053979874,0.20769593119621277,56.0,48.546872799999996,35.1015197,,,,
GLOBAL_POSITION_INT,194.291,,,,,48.546872799999996,35.1015197,-1.065,,,
MOUNT_STATUS,,,,,,,,,44.0,1.0,-164.0
ATTITUDE,194.531,2.606692314147949,-0.05024247616529465,0.20784223079681396,,,,,,,
AHRS2,,2.586477279663086,-0.04454779252409935,0.21636377274990082,0.0,0.0,0.0,,,,
AHRS3,,2.606692314147949,-0.05024247616529465,0.20784223079681396,56.0,48.546872799999996,35.101519599999996,,,,
GPS_RAW_INT,194.49099999999999,0.0,,,,48.546873399999996,35.1015187,,,,
GPS2_RAW,194.492,0.0,,,,48.546873399999996,35.1015187,,,,
ATTITUDE,194.791,2.606677293777466,-0.05017644166946411,0.2078997641801834,,,,,,,
AHRS2,,2.5865089893341064,-0.0446016825735569,0.216417133808136,0.0,0.0,0.0,,,,
AHRS3,,2.606677293777466,-0.05017644166946411,0.2078997641801834,56.0,48.546872799999996,35.101519499999995,,,,
GLOBAL_POSITION_INT,194.891,,,,,48.546872799999996,35.101519499999995,-1.098,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-164.0
ATTITUDE,195.031,2.6066744327545166,-0.050084009766578674,0.20802225172519684,,,,,,,
AHRS2,,2.586451292037964,-0.04506374150514603,0.21576358377933502,0.0,0.0,0.0,,,,
AHRS3,,2.6066744327545166,-0.050084009766578674,0.20802225172519684,56.0,48.546872799999996,35.1015194,,,,
GPS_RAW_INT,195.09099999999998,0.0,,,,48.546873399999996,35.1015186,,,,
GPS2_RAW,195.09199999999998,0.0,,,,48.546873399999996,35.1015186,,,,
ATTITUDE,195.312,2.6066670417785645,-0.0500539168715477,0.20824748277664185,,,,,,,
AHRS2,,2.586811065673828,-0.04517151787877083,0.21566611528396606,0.0,0.0,0.0,,,,
AHRS3,,2.6066670417785645,-0.0500539168715477,0.20824748277664185,56.0,48.546872699999994,35.1015194,,,,
GLOBAL_POSITION_INT,195.291,,,,,48.546872699999994,35.1015194,-1.107,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-165.0
ATTITUDE,195.57,2.606618642807007,-0.05008412152528763,0.2080082893371582,,,,,,,
AHRS2,,2.586846351623535,-0.045345570892095566,0.21576422452926636,0.0,0.0,0.0,,,,
AHRS3,,2.606618642807007,-0.05008412152528763,0.2080082893371582,56.0,48.546872699999994,35.1015194,,,,
GPS_RAW_INT,195.49099999999999,0.0,,,,48.546873299999994,35.1015187,,,,
GPS2_RAW,195.492,0.0,,,,48.546873299999994,35.1015187,,,,
ATTITUDE,195.81,2.606658935546875,-0.050053395330905914,0.20790010690689087,,,,,,,
AHRS2,,2.587273597717285,-0.0448433943092823,0.21575389802455902,0.0,0.0,0.0,,,,
AHRS3,,2.6066646575927734,-0.050045840442180634,0.20787087082862854,56.0,48.546872699999994,35.1015194,,,,
GLOBAL_POSITION_INT,195.891,,,,,48.546872799999996,35.1015194,-1.102,,,
ATTITUDE,196.092,2.606619358062744,-0.049917757511138916,0.20794929563999176,,,,,,,
AHRS2,,2.5874996185302734,-0.044698357582092285,0.21575216948986053,0.0,0.0,0.0,,,,
AHRS3,,2.606619358062744,-0.049917757511138916,0.20794929563999176,56.0,48.546872799999996,35.1015193,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-165.0
GPS_RAW_INT,196.09099999999998,0.0,,,,48.546873299999994,35.101518299999995,,,,
GPS2_RAW,196.09199999999998,0.0,,,,48.546873299999994,35.101518299999995,,,,
ATTITUDE,196.352,2.606614589691162,-0.04990348219871521,0.20823153853416443,,,,,,,
AHRS2,,2.5876946449279785,-0.04661713168025017,0.21611429750919342,0.0,0.0,0.0,,,,
AHRS3,,2.606614589691162,-0.04990348219871521,0.20823153853416443,56.0,48.546872699999994,35.1015192,,,,
GLOBAL_POSITION_INT,196.491,,,,,48.546872699999994,35.1015191,-1.115,,,
ATTITUDE,196.631,2.606616735458374,-0.049883291125297546,0.20842382311820984,,,,,,,
AHRS2,,2.5879006385803223,-0.04617997258901596,0.21538136899471283,0.0,0.0,0.0,,,,
AHRS3,,2.606616735458374,-0.049883291125297546,0.20842382311820984,56.0,48.546872699999994,35.1015191,,,,
GPS_RAW_INT,196.49099999999999,0.0,,,,48.546873299999994,35.1015181,,,,
GPS2_RAW,196.492,0.0,,,,48.546873299999994,35.1015181,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-166.0
ATTITUDE,196.892,2.6065940856933594,-0.04992573708295822,0.20856152474880219,,,,,,,
