source,time,yaw,pitch,roll,altitude,lat,lng,relative_alt,pointing_a,pointing_b,pointing_c
AHRS2,,2.8033955097198486,0.03260677680373192,-0.022197764366865158,0.0,0.0,0.0,,,,
AHRS3,,2.8723793029785156,0.028582332655787468,-0.024606313556432724,856.0,48.5839529,35.158014099999995,,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-547.0
GPS_RAW_INT,1217.772,0.0,,,,48.5839655,35.158012899999996,,,,
GPS2_RAW,1217.773,0.0,,,,48.5839655,35.158012899999996,,,,
GLOBAL_POSITION_INT,1217.772,,,,,48.583906999999996,35.158017699999995,798.819,,,
ATTITUDE,1217.911,2.8717803955078125,0.040028393268585205,-0.03140360862016678,,,,,,,
AHRS2,,2.802821159362793,0.044006817042827606,-0.028864417225122452,0.0,0.0,0.0,,,,
AHRS3,,2.8717803955078125,0.040028393268585205,-0.03140360862016678,856.0,48.583906999999996,35.158017699999995,,,,
GPS_RAW_INT,1217.972,0.0,,,,48.5839299,35.1580158,,,,
GPS2_RAW,1217.973,0.0,,,,48.5839299,35.1580158,,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-546.0
GLOBAL_POSITION_INT,1218.172,,,,,48.583857099999996,35.1580215,798.735,,,
ATTITUDE,1218.211,2.880194902420044,0.04316475987434387,-0.01932363025844097,,,,,,,
AHRS2,,2.8115501403808594,0.04872129112482071,-0.017991621047258377,0.0,0.0,0.0,,,,
AHRS3,,2.880194902420044,0.04316475987434387,-0.01932363025844097,856.0,48.5838535,35.1580218,,,,
GPS_RAW_INT,1218.172,0.0,,,,48.583894199999996,35.1580186,,,,
GPS2_RAW,1218.173,0.0,,,,48.583894199999996,35.1580186,,,,
GLOBAL_POSITION_INT,1218.372,,,,,48.583810899999996,35.1580246,798.702,,,
MOUNT_STATUS,,,,,,,,,63.0,-61.0,-545.0
ATTITUDE,1218.491,2.885918378829956,0.03978317230939865,-0.03548811376094818,,,,,,,
AHRS2,,2.817931890487671,0.043496064841747284,-0.03275255858898163,0.0,0.0,0.0,,,,
AHRS3,,2.886317014694214,0.03911976516246796,-0.036220401525497437,856.0,48.5838001,35.1580253,,,,
ATTITUDE,1218.731,2.8886773586273193,0.035391852259635925,-0.042471326887607574,,,,,,,
AHRS2,,2.821227788925171,0.039406586438417435,-0.0379975400865078,0.0,0.0,0.0,,,,
AHRS3,,2.8886773586273193,0.035391852259635925,-0.042471326887607574,856.0,48.5837606,35.1580276,,,,
GPS_RAW_INT,1218.772,0.0,,,,48.5837873,35.158025599999995,,,,
GPS2_RAW,1218.773,0.0,,,,48.5837873,35.158025599999995,,,,
GLOBAL_POSITION_INT,1218.972,,,,,48.5837181,35.158029899999995,798.7520000000001,,,
ATTITUDE,1218.993,2.887396812438965,0.021472740918397903,-0.033941589295864105,,,,,,,
AHRS2,,2.8197755813598633,0.026306219398975372,-0.030912302434444427,0.0,0.0,0.0,,,,
AHRS3,,2.887396812438965,0.021472740918397903,-0.033941589295864105,856.0,48.5837145,35.1580301,,,,
MOUNT_STATUS,,,,,,,,,64.0,-61.0,-546.0
ATTITUDE,1219.232,2.8841733932495117,0.02491908147931099,-0.04444556683301926,,,,,,,
AHRS2,,2.816236972808838,0.028322022408246994,-0.03975813090801239,0.0,0.0,0.0,,,,
AHRS3,,2.8841733932495117,0.02491908147931099,-0.04444556683301926,856.0,48.5836713,35.158032299999995,,,,
GPS_RAW_INT,1219.373,0.0,,,,48.583680199999996,35.158031199999996,,,,
GPS2_RAW,1219.373,0.0,,,,48.583680199999996,35.158031199999996,,,,
GLOBAL_POSITION_INT,1219.373,,,,,48.583625399999995,35.1580345,798.777,,,
ATTITUDE,1219.491,2.8833208084106445,0.028918977826833725,-0.05821860581636429,,,,,,,
AHRS2,,2.8153467178344727,0.03319248929619789,-0.05460154265165329,0.0,0.0,0.0,,,,
AHRS3,,2.8833208084106445,0.028918977826833725,-0.05821860581636429,856.0,48.583625399999995,35.1580345,,,,
MOUNT_STATUS,,,,,,,,,64.0,-61.0,-547.0
ATTITUDE,1219.731,2.8880090713500977,0.03471703082323074,-0.06027772277593613,,,,,,,
AHRS2,,2.8204874992370605,0.03809000924229622,-0.05599016323685646,0.0,0.0,0.0,,,,
AHRS3,,2.8880090713500977,0.03471703082323074,-0.06027772277593613,856.0,48.5835826,35.1580367,,,,
GPS_RAW_INT,1219.772,0.0,,,,48.5836087,35.1580351,,,,
GPS2_RAW,1219.773,0.0,,,,48.5836087,35.1580351,,,,
ATTITUDE,1219.994,2.8899753093719482,0.037984296679496765,-0.05766896903514862,,,,,,,
AHRS2,,2.8226473331451416,0.041332513093948364,-0.052955783903598785,0.0,0.0,0.0,,,,
AHRS3,,2.8899753093719482,0.037984296679496765,-0.05766896903514862,856.0,48.583536699999996,35.1580392,,,,
GLOBAL_POSITION_INT,1219.972,,,,,48.5835332,35.1580393,798.778,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-546.0
ATTITUDE,1220.271,2.889545440673828,0.0373370461165905,-0.05690920352935791,,,,,,,
AHRS2,,2.822545051574707,0.040083419531583786,-0.051483046263456345,0.0,0.0,0.0,,,,
AHRS3,,2.889545440673828,0.0373370461165905,-0.05690920352935791,856.0,48.583486799999996,35.1580417,,,,
GPS_RAW_INT,1220.3719999999998,0.0,,,,48.5835016,35.1580407,,,,
GPS2_RAW,1220.373,0.0,,,,48.5835016,35.1580407,,,,
ATTITUDE,1220.554,2.889885663986206,0.036347128450870514,-0.06332744657993317,,,,,,,
AHRS2,,2.8225698471069336,0.038982093334198,-0.05831777676939964,0.0,0.0,0.0,,,,
AHRS3,,2.889885663986206,0.036347128450870514,-0.06332744657993317,856.0,48.5834371,35.1580443,,,,
GLOBAL_POSITION_INT,1220.372,,,,,48.5834371,35.1580443,798.845,,,
GLOBAL_POSITION_INT,1220.772,,,,,48.5833978,35.1580462,798.842,,,
ATTITUDE,1220.7930000000001,2.88852596282959,0.04216400906443596,-0.06558650732040405,,,,,,,
AHRS2,,2.8209660053253174,0.04770844057202339,-0.0615604966878891,0.0,0.0,0.0,,,,
AHRS3,,2.8883585929870605,0.04294451326131821,-0.06652433425188065,856.0,48.583390699999995,35.1580466,,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-546.0
GPS_RAW_INT,1220.772,0.0,,,,48.5834304,35.1580442,,,,
GPS2_RAW,1220.772,0.0,,,,48.5834304,35.1580442,,,,
GLOBAL_POSITION_INT,1220.972,,,,,48.5833477,35.1580489,798.831,,,
ATTITUDE,1221.131,2.8891804218292236,0.04430389404296875,-0.0660620778799057,,,,,,,
AHRS2,,2.8222179412841797,0.04863547161221504,-0.061032380908727646,0.0,0.0,0.0,,,,
AHRS3,,2.8891804218292236,0.04430389404296875,-0.0660620778799057,856.0,48.5833333,35.1580497,,,,
GPS_RAW_INT,1220.972,0.0,,,,48.583394899999995,35.158046,,,,
GPS2_RAW,1220.973,0.0,,,,48.583394899999995,35.158046,,,,
MOUNT_STATUS,,,,,,,,,65.0,-62.0,-546.0
GLOBAL_POSITION_INT,1221.172,,,,,48.583304999999996,35.158051199999996,798.8480000000001,,,
ATTITUDE,1221.355,2.892341136932373,0.044110096991062164,-0.06840693950653076,,,,,,,
AHRS2,,2.8257172107696533,0.04812899976968765,-0.06316979229450226,0.0,0.0,0.0,,,,
AHRS3,,2.892341136932373,0.044110096991062164,-0.06840693950653076,856.0,48.5832948,35.158051799999996,,,,
GPS_RAW_INT,1221.3719999999998,0.0,,,,48.5833242,35.1580499,,,,
GPS2_RAW,1221.373,0.0,,,,48.5833242,35.1580499,,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-545.0
GLOBAL_POSITION_INT,1221.5720000000001,,,,,48.5832556,35.158054199999995,798.871,,,
GPS_RAW_INT,1221.572,0.0,,,,48.5832888,35.158052,,,,
GPS2_RAW,1221.572,0.0,,,,48.5832888,35.158052,,,,
ATTITUDE,1221.711,2.889279842376709,0.03882981091737747,-0.04901507496833801,,,,,,,
AHRS2,,2.82254958152771,0.04240959882736206,-0.044461533427238464,0.0,0.0,0.0,,,,
AHRS3,,2.889279842376709,0.03882981091737747,-0.04901507496833801,856.0,48.5832306,35.1580556,,,,
MOUNT_STATUS,,,,,,,,,65.0,-61.0,-546.0
GLOBAL_POSITION_INT,1221.772,,,,,48.583209599999996,35.158056699999996,798.883,,,
GPS_RAW_INT,1221.772,0.0,,,,48.5832535,35.1580539,,,,
GPS2_RAW,1221.773,0.0,,,,48.5832535,35.1580539,,,,
ATTITUDE,1221.973,2.881882667541504,0.03505536913871765,-0.0546610951423645,,,,,,,
AHRS2,,2.8150482177734375,0.03788841888308525,-0.04969801753759384,0.0,0.0,0.0,,,,
AHRS3,,2.881882667541504,0.03505536913871765,-0.0546610951423645,856.0,48.5831854,35.158057899999996,,,,
MOUNT_STATUS,,,,,,,,,66.0,-61.0,-547.0
GLOBAL_POSITION_INT,1221.972,,,,,48.583156699999996,35.1580594,798.87,,,
GPS_RAW_INT,1222.172,0.0,,,,48.583182799999996,35.1580576,,,,
GPS2_RAW,1222.173,0.0,,,,48.583182799999996,35.1580576,,,,
ATTITUDE,1222.291,2.877450942993164,0.03172057494521141,-0.06387735903263092,,,,,,,
AHRS2,,2.8106672763824463,0.03603091090917587,-0.05982813239097595,0.0,0.0,0.0,,,,
AHRS3,,2.877450942993164,0.03172057494521141,-0.06387735903263092,856.0,48.5831283,35.1580608,,,,
MOUNT_STATUS,,,,,,,,,66.0,-62.0,-548.0
GLOBAL_POSITION_INT,1222.372,,,,,48.5831103,35.1580618,798.836,,,
GPS_RAW_INT,1222.3719999999998,0.0,,,,48.583147399999994,35.1580594,,,,
GPS2_RAW,1222.373,0.0,,,,48.583147399999994,35.1580594,,,,
ATTITUDE,1222.554,2.8800089359283447,0.032225996255874634,-0.06096583604812622,,,,,,,
AHRS2,,2.812950611114502,0.03597813844680786,-0.057254012674093246,0.0,0.0,0.0,,,,
AHRS3,,2.8800089359283447,0.032225996255874634,-0.06096583604812622,856.0,48.5830821,35.158063399999996,,,,
GPS_RAW_INT,1222.572,0.0,,,,48.5831119,35.158061499999995,,,,
GPS2_RAW,1222.5729999999999,0.0,,,,48.5831119,35.158061499999995,,,,
GLOBAL_POSITION_INT,1222.5720000000001,,,,,48.5830604,35.1580647,798.779,,,
MOUNT_STATUS,,,,,,,,,66.0,-61.0,-548.0
ATTITUDE,1222.811,2.8841605186462402,0.03236231207847595,-0.05923110991716385,,,,,,,
AHRS2,,2.8175458908081055,0.03562023490667343,-0.05617360770702362,0.0,0.0,0.0,,,,
AHRS3,,2.8841605186462402,0.03236231207847595,-0.05923110991716385,856.0,48.5830354,35.1580661,,,,
GPS_RAW_INT,1222.772,0.0,,,,48.583076399999996,35.1580635,,,,
GPS2_RAW,1222.773,0.0,,,,48.583076399999996,35.1580635,,,,
GLOBAL_POSITION_INT,1222.772,,,,,48.583010099999996,35.158067599999995,798.731,,,
MOUNT_STATUS,,,,,,,,,66.0,-61.0,-548.0
ATTITUDE,1223.154,2.8837838172912598,0.028996365144848824,-0.05435657501220703,,,,,,,
AHRS2,,2.8168141841888428,0.03160739317536354,-0.05196757614612579,0.0,0.0,0.0,,,,
AHRS3,,2.883359909057617,0.028768673539161682,-0.054799001663923264,856.0,48.582970599999996,35.1580698,,,,
GPS_RAW_INT,1222.972,0.0,,,,48.5830408,35.1580656,,,,
GPS2_RAW,1222.973,0.0,,,,48.5830408,35.1580656,,,,
GLOBAL_POSITION_INT,1223.192,,,,,48.582959699999996,35.1580705,798.689,,,
MOUNT_STATUS,,,,,,,,,68.0,-61.0,-548.0
GPS_RAW_INT,1223.3719999999998,0.0,,,,48.582969399999996,35.1580698,,,,
GPS2_RAW,1223.373,0.0,,,,48.582969399999996,35.1580698,,,,
ATTITUDE,1223.472,2.875058889389038,0.031154226511716843,-0.03255613148212433,,,,,,,
AHRS2,,2.8088417053222656,0.0337161161005497,-0.02983335219323635,0.0,0.0,0.0,,,,
AHRS3,,2.875058889389038,0.031154226511716843,-0.03255613148212433,856.0,48.5829172,35.1580728,,,,
GLOBAL_POSITION_INT,1223.372,,,,,48.582910299999995,35.158073099999996,798.647,,,
MOUNT_STATUS,,,,,,,,,68.0,-61.0,-549.0
GPS_RAW_INT,1223.572,0.0,,,,48.5829336,35.1580717,,,,
GPS2_RAW,1223.572,0.0,,,,48.5829336,35.1580717,,,,
ATTITUDE,1223.755,2.871136426925659,0.034121714532375336,-0.05310910940170288,,,,,,,
AHRS2,,2.8049769401550293,0.0372215136885643,-0.0489235445857048,0.0,0.0,0.0,,,,
AHRS3,,2.871136426925659,0.034121714532375336,-0.05310910940170288,856.0,48.5828673,35.1580753,,,,
GLOBAL_POSITION_INT,1223.7730000000001,,,,,48.5828567,35.1580758,798.64,,,
GPS_RAW_INT,1223.773,0.0,,,,48.5828978,35.1580736,,,,
GPS2_RAW,1223.773,0.0,,,,48.5828978,35.1580736,,,,
MOUNT_STATUS,,,,,,,,,68.0,-61.0,-549.0
ATTITUDE,1224.031,2.875248908996582,0.031013555824756622,-0.053544264286756516,,,,,,,
AHRS2,,2.8095736503601074,0.0329345278441906,-0.05051136389374733,0.0,0.0,0.0,,,,
AHRS3,,2.875272512435913,0.031241923570632935,-0.0541050098836422,856.0,48.582813699999996,35.1580781,,,,
GLOBAL_POSITION_INT,1223.972,,,,,48.582813699999996,35.1580781,798.674,,,
GPS_RAW_INT,1224.172,0.0,,,,48.5828257,35.1580776,,,,
GPS2_RAW,1224.172,0.0,,,,48.5828257,35.1580776,,,,
MOUNT_STATUS,,,,,,,,,69.0,-61.0,-549.0
GLOBAL_POSITION_INT,1224.172,,,,,48.5827667,35.1580805,798.713,,,
ATTITUDE,1224.311,2.8743128776550293,0.031999487429857254,-0.05260516703128815,,,,,,,
AHRS2,,2.8089208602905273,0.03394796699285507,-0.050113506615161896,0.0,0.0,0.0,,,,
AHRS3,,2.8743128776550293,0.031999487429857254,-0.05260516703128815,856.0,48.5827667,35.1580805,,,,
GPS_RAW_INT,1224.3719999999998,0.0,,,,48.5827897,35.1580795,,,,
GPS2_RAW,1224.373,0.0,,,,48.5827897,35.1580795,,,,
GLOBAL_POSITION_INT,1224.5720000000001,,,,,48.5827163,35.158083,798.745,,,
ATTITUDE,1224.611,2.872936487197876,0.03790810704231262,-0.06354363262653351,,,,,,,
AHRS2,,2.8075027465820312,0.0402103066444397,-0.06003640219569206,0.0,0.0,0.0,,,,
AHRS3,,2.872936487197876,0.03790810704231262,-0.06354363262653351,856.0,48.582712799999996,35.1580832,,,,
MOUNT_STATUS,,,,,,,,,70.0,-62.0,-549.0
GPS_RAW_INT,1224.572,0.0,,,,48.5827536,35.1580814,,,,
GPS2_RAW,1224.572,0.0,,,,48.5827536,35.1580814,,,,
GLOBAL_POSITION_INT,1224.772,,,,,48.582662,35.158085899999996,798.782,,,
ATTITUDE,1224.911,2.872875690460205,0.03953418880701065,-0.05999075248837471,,,,,,,
AHRS2,,2.8079209327697754,0.04154355078935623,-0.05818760767579079,0.0,0.0,0.0,,,,
AHRS3,,2.872875690460205,0.03953418880701065,-0.05999075248837471,856.0,48.5826585,35.1580861,,,,
MOUNT_STATUS,,,,,,,,,70.0,-62.0,-548.0
GPS_RAW_INT,1224.772,0.0,,,,48.5827174,35.1580833,,,,
GPS2_RAW,1224.773,0.0,,,,48.5827174,35.1580833,,,,
GLOBAL_POSITION_INT,1224.972,,,,,48.582614799999995,35.1580885,798.807,,,
ATTITUDE,1225.191,2.874948024749756,0.04284520447254181,-0.07883790880441666,,,,,,,
AHRS2,,2.8107335567474365,0.04407000169157982,-0.07698385417461395,0.0,0.0,0.0,,,,
AHRS3,,2.874948024749756,0.04284520447254181,-0.07883790880441666,856.0,48.582607599999996,35.158088899999996,,,,
GPS_RAW_INT,1225.191,0.0,,,,48.5826448,35.1580876,,,,
GPS2_RAW,1225.191,0.0,,,,48.5826448,35.1580876,,,,
MOUNT_STATUS,,,,,,,,,70.0,-62.0,-548.0
GLOBAL_POSITION_INT,1225.373,,,,,48.5825648,35.1580917,798.806,,,
GPS_RAW_INT,1225.373,0.0,,,,48.5826085,35.1580899,,,,
GPS2_RAW,1225.374,0.0,,,,48.5826085,35.1580899,,,,
ATTITUDE,1225.511,2.8843178749084473,0.04845161736011505,-0.08320730924606323,,,,,,,
AHRS2,,2.8208281993865967,0.04937762767076492,-0.08174324035644531,0.0,0.0,0.0,,,,
AHRS3,,2.8843178749084473,0.04845161736011505,-0.08320730924606323,856.0,48.5825506,35.158092599999996,,,,
MOUNT_STATUS,,,,,,,,,69.0,-61.0,-547.0
GLOBAL_POSITION_INT,1225.5720000000001,,,,,48.582517599999996,35.158094999999996,798.833,,,
GPS_RAW_INT,1225.572,0.0,,,,48.5825722,35.1580924,,,,
GPS2_RAW,1225.5729999999999,0.0,,,,48.5825722,35.1580924,,,,
ATTITUDE,1225.794,2.887819528579712,0.0459708571434021,-0.06141047179698944,,,,,,,
AHRS2,,2.825033664703369,0.04758943244814873,-0.059878159314394,0.0,0.0,0.0,,,,
AHRS3,,2.887819528579712,0.0459708571434021,-0.06141047179698944,856.0,48.5824995,35.1580963,,,,
MOUNT_STATUS,,,,,,,,,69.0,-62.0,-547.0
GPS_RAW_INT,1225.772,0.0,,,,48.5825361,35.1580948,,,,
GPS2_RAW,1225.773,0.0,,,,48.5825361,35.1580948,,,,
GLOBAL_POSITION_INT,1225.973,,,,,48.5824669,35.158098599999995,798.842,,,
ATTITUDE,1226.071,2.8861165046691895,0.054120175540447235,-0.04803619906306267,,,,,,,
AHRS2,,2.8235087394714355,0.055197734385728836,-0.0450308620929718,0.0,0.0,0.0,,,,
AHRS3,,2.8861165046691895,0.054120175540447235,-0.04803619906306267,856.0,48.582448799999995,35.158099799999995,,,,
MOUNT_STATUS,,,,,,,,,69.0,-61.0,-547.0
GPS_RAW_INT,1226.172,0.0,,,,48.5824637,35.1580995,,,,
GPS2_RAW,1226.173,0.0,,,,48.5824637,35.1580995,,,,
GLOBAL_POSITION_INT,1226.172,,,,,48.582415999999995,35.1581019,798.837,,,
ATTITUDE,1226.373,2.8793318271636963,0.05745704844594002,-0.04171057417988777,,,,,,,
AHRS2,,2.8173863887786865,0.05692734196782112,-0.038280781358480453,0.0,0.0,0.0,,,,
AHRS3,,2.8793318271636963,0.05745704844594002,-0.04171057417988777,856.0,48.5823945,35.1581031,,,,
MOUNT_STATUS,,,,,,,,,69.0,-61.0,-546.0
GPS_RAW_INT,1226.3719999999998,0.0,,,,48.582427599999995,35.1581019,,,,
GPS2_RAW,1226.373,0.0,,,,48.582427599999995,35.1581019,,,,
GLOBAL_POSITION_INT,1226.372,,,,,48.582365499999995,35.1581048,798.845,,,
ATTITUDE,1226.691,2.8714256286621094,0.05697588622570038,-0.05748968571424484,,,,,,,
AHRS2,,2.809971332550049,0.05771695449948311,-0.054484616965055466,0.0,0.0,0.0,,,,
AHRS3,,2.8714256286621094,0.05697588622570038,-0.05748968571424484,856.0,48.5823365,35.1581063,,,,
GPS_RAW_INT,1226.572,0.0,,,,48.5823915,35.158104099999996,,,,
GPS2_RAW,1226.5729999999999,0.0,,,,48.5823915,35.158104099999996,,,,
MOUNT_STATUS,,,,,,,,,70.0,-61.0,-547.0
GLOBAL_POSITION_INT,1226.772,,,,,48.582319,35.158107199999996,798.821,,,
GPS_RAW_INT,1226.972,0.0,,,,48.582319399999996,35.1581082,,,,
GPS2_RAW,1226.972,0.0,,,,48.582319399999996,35.1581082,,,,
ATTITUDE,1227.053,2.867558479309082,0.058029502630233765,-0.08097440749406815,,,,,,,
AHRS2,,2.806927442550659,0.05930669978260994,-0.07848947495222092,0.0,0.0,0.0,,,,
AHRS3,,2.867558479309082,0.058029502630233765,-0.08097440749406815,856.0,48.5822727,35.1581099,,,,
GLOBAL_POSITION_INT,1226.972,,,,,48.582269,35.1581101,798.755,,,
MOUNT_STATUS,,,,,,,,,70.0,-62.0,-548.0
GPS_RAW_INT,1227.172,0.0,,,,48.5822833,35.158110199999996,,,,
GPS2_RAW,1227.173,0.0,,,,48.5822833,35.158110199999996,,,,
GLOBAL_POSITION_INT,1227.172,,,,,48.582222099999996,35.1581131,798.698,,,
ATTITUDE,1227.3310000000001,2.8698337078094482,0.05807419866323471,-0.08025430887937546,,,,,,,
AHRS2,,2.809659719467163,0.05839717015624046,-0.07717099785804749,0.0,0.0,0.0,,,,
AHRS3,,2.8698337078094482,0.05807419866323471,-0.08025430887937546,856.0,48.582222099999996,35.1581131,,,,
MOUNT_STATUS,,,,,,,,,70.0,-62.0,-548.0
GPS_RAW_INT,1227.3719999999998,0.0,,,,48.5822473,35.1581124,,,,
GPS2_RAW,1227.373,0.0,,,,48.5822473,35.1581124,,,,
GLOBAL_POSITION_INT,1227.5720000000001,,,,,48.5821748,35.1581164,798.653,,,
ATTITUDE,1227.654,2.8755948543548584,0.05219574272632599,-0.07545646280050278,,,,,,,
AHRS2,,2.815903663635254,0.0536402128636837,-0.07445445656776428,0.0,0.0,0.0,,,,
AHRS3,,2.8755948543548584,0.05219574272632599,-0.07545646280050278,856.0,48.5821639,35.1581172,,,,
GPS_RAW_INT,1227.572,0.0,,,,48.5822115,35.1581148,,,,
GPS2_RAW,1227.572,0.0,,,,48.5822115,35.1581148,,,,
MOUNT_STATUS,,,,,,,,,70.0,-61.0,-548.0
GLOBAL_POSITION_INT,1227.772,,,,,48.582127899999996,35.1581198,798.561,,,
ATTITUDE,1227.931,2.873983383178711,0.052479859441518784,-0.06155075132846832,,,,,,,
AHRS2,,2.814910888671875,0.05266052484512329,-0.06119665130972862,0.0,0.0,0.0,,,,
AHRS3,,2.873983383178711,0.052479859441518784,-0.06155075132846832,856.0,48.5821136,35.1581208,,,,
GPS_RAW_INT,1227.972,0.0,,,,48.5821398,35.1581196,,,,
GPS2_RAW,1227.973,0.0,,,,48.5821398,35.1581196,,,,
MOUNT_STATUS,,,,,,,,,70.0,-61.0,-548.0
GLOBAL_POSITION_INT,1227.972,,,,,48.5820775,35.1581234,798.444,,,
GPS_RAW_INT,1228.191,0.0,,,,48.582104,35.1581219,,,,
GPS2_RAW,1228.173,0.0,,,,48.582104,35.1581219,,,,
ATTITUDE,1228.291,2.8699610233306885,0.046695854514837265,-0.05115143954753876,,,,,,,
AHRS2,,2.8116939067840576,0.04766254127025604,-0.05032499507069588,0.0,0.0,0.0,,,,
AHRS3,,2.8699610233306885,0.046695854514837265,-0.05115143954753876,856.0,48.5820489,35.158125399999996,,,,
GLOBAL_POSITION_INT,1228.372,,,,,48.582031,35.158126599999996,798.355,,,
MOUNT_STATUS,,,,,,,,,70.0,-61.0,-549.0
GPS_RAW_INT,1228.3719999999998,0.0,,,,48.582068199999995,35.1581243,,,,
GPS2_RAW,1228.373,0.0,,,,48.582068199999995,35.1581243,,,,
ATTITUDE,1228.531,2.8694958686828613,0.047032520174980164,-0.049432508647441864,,,,,,,
AHRS2,,2.8117589950561523,0.047161247581243515,-0.04950543865561485,0.0,0.0,0.0,,,,
AHRS3,,2.8694958686828613,0.047032520174980164,-0.049432508647441864,856.0,48.582006199999995,35.1581283,,,,
GLOBAL_POSITION_INT,1228.5720000000001,,,,,48.5819846,35.158129699999996,798.241,,,
MOUNT_STATUS,,,,,,,,,71.0,-62.0,-549.0
GPS_RAW_INT,1228.572,0.0,,,,48.582032399999996,35.158126599999996,,,,
GPS2_RAW,1228.5729999999999,0.0,,,,48.582032399999996,35.158126599999996,,,,
ATTITUDE,1228.8310000000001,2.873631477355957,0.04995117336511612,-0.05379172042012215,,,,,,,
AHRS2,,2.8166565895080566,0.05037209019064903,-0.05306148901581764,0.0,0.0,0.0,,,,
AHRS3,,2.873631477355957,0.04995117336511612,-0.05379172042012215,855.0,48.5819526,35.1581318,,,,
GLOBAL_POSITION_INT,1228.7730000000001,,,,,48.581938199999996,35.1581328,798.129,,,
GPS_RAW_INT,1228.773,0.0,,,,48.5819966,35.1581289,,,,
GPS2_RAW,1228.773,0.0,,,,48.5819966,35.1581289,,,,
MOUNT_STATUS,,,,,,,,,72.0,-61.0,-549.0
ATTITUDE,1229.071,2.8715243339538574,0.056626129895448685,0.218119278550148,,,,,,,
AHRS2,,2.8149359226226807,0.05797269195318222,0.21528394520282745,0.0,0.0,0.0,,,,
AHRS3,,2.8715243339538574,0.056626129895448685,0.218119278550148,855.0,48.581909599999996,35.158134499999996,,,,
GLOBAL_POSITION_INT,1228.972,,,,,48.581891399999996,35.158135099999996,798.057,,,
GPS_RAW_INT,1229.191,0.0,,,,48.5819249,35.1581331,,,,
GPS2_RAW,1229.192,0.0,,,,48.5819249,35.1581331,,,,
MOUNT_STATUS,,,,,,,,,73.0,-63.0,-548.0
ATTITUDE,1229.355,2.8570265769958496,0.057745445519685745,0.38706663250923157,,,,,,,
AHRS2,,2.8010246753692627,0.05944861099123955,0.38323765993118286,0.0,0.0,0.0,,,,
AHRS3,,2.8570265769958496,0.057745445519685745,0.38706663250923157,855.0,48.5818593,35.1581348,,,,
GPS_RAW_INT,1229.373,0.0,,,,48.5818887,35.158133899999996,,,,
GPS2_RAW,1229.374,0.0,,,,48.5818887,35.158133899999996,,,,
GLOBAL_POSITION_INT,1229.373,,,,,48.5818375,35.1581337,797.98,,,
MOUNT_STATUS,,,,,,,,,74.0,-61.0,-549.0
ATTITUDE,1229.632,2.890079975128174,0.05459706112742424,0.4439786374568939,,,,,,,
AHRS2,,2.8350558280944824,0.057759840041399,0.44056621193885803,0.0,0.0,0.0,,,,
AHRS3,,2.890079975128174,0.05459706112742424,0.4439786374568939,855.0,48.5818078,35.158130899999996,,,,
GPS_RAW_INT,1229.591,0.0,,,,48.5818522,35.158133,,,,
GPS2_RAW,1229.591,0.0,,,,48.5818522,35.158133,,,,
GLOBAL_POSITION_INT,1229.5910000000001,,,,,48.581792799999995,35.158128999999995,797.9010000000001,,,
ATTITUDE,1229.911,2.969269275665283,0.03339195251464844,0.48547422885894775,,,,,,,
AHRS2,,2.913771152496338,0.03663702681660652,0.4813336730003357,0.0,0.0,0.0,,,,
AHRS3,,2.969269275665283,0.03339195251464844,0.48547422885894775,855.0,48.5817546,35.158122299999995,,,,
MOUNT_STATUS,,,,,,,,,74.0,-61.0,-546.0
GPS_RAW_INT,1229.772,0.0,,,,48.581815,35.158130299999996,,,,
GPS2_RAW,1229.773,0.0,,,,48.581815,35.158130299999996,,,,
GLOBAL_POSITION_INT,1229.972,,,,,48.5817397,35.1581191,797.759,,,
ATTITUDE,1230.193,3.068209409713745,0.014471149072051048,0.5210663676261902,,,,,,,
AHRS2,,3.0124928951263428,0.020870476961135864,0.5168896913528442,0.0,0.0,0.0,,,,
AHRS3,,3.068209409713745,0.014471149072051048,0.5210663676261902,855.0,48.5817009,35.1581086,,,,
GPS_RAW_INT,1230.172,0.0,,,,48.5817394,35.1581182,,,,
GPS2_RAW,1230.172,0.0,,,,48.5817394,35.1581182,,,,
MOUNT_STATUS,,,,,,,,,73.0,-59.0,-545.0
GLOBAL_POSITION_INT,1230.172,,,,,48.5816891,35.1581048,797.581,,,
GPS_RAW_INT,1230.3719999999998,0.0,,,,48.5817008,35.1581082,,,,
GPS2_RAW,1230.373,0.0,,,,48.5817008,35.1581082,,,,
ATTITUDE,1230.455,-3.128653049468994,0.010768640786409378,0.5495220422744751,,,,,,,
AHRS2,,3.0983059406280518,0.01916656829416752,0.5464315414428711,0.0,0.0,0.0,,,,
AHRS3,,-3.128653049468994,0.010768640786409378,0.5495220422744751,855.0,48.581651099999995,35.1580905,,,,
MOUNT_STATUS,,,,,,,,,70.0,-58.0,-538.0
GLOBAL_POSITION_INT,1230.372,,,,,48.581635399999996,35.1580837,797.343,,,
GPS_RAW_INT,1230.572,0.0,,,,48.5816619,35.1580951,,,,
